condition,cell_type,bin_index,teacher_right_minus_left,student_right_minus_left
baseline_gray,Am,0,0.0,0.0
baseline_gray,Am,1,0.0,0.0
baseline_gray,Am,2,0.0,0.0
baseline_gray,Am,3,0.0,0.0
baseline_gray,C2,0,0.0,0.0
baseline_gray,C2,1,0.0,0.0
baseline_gray,C2,2,0.0,0.0
baseline_gray,C2,3,0.0,0.0
baseline_gray,C3,0,0.0,0.0
baseline_gray,C3,1,0.0,0.0
baseline_gray,C3,2,0.0,0.0
baseline_gray,C3,3,0.0,0.0
baseline_gray,L1,0,0.0,0.0
baseline_gray,L1,1,0.0,0.0
baseline_gray,L1,2,0.0,0.0
baseline_gray,L1,3,0.0,0.0
baseline_gray,L2,0,0.0,0.0
baseline_gray,L2,1,0.0,0.0
baseline_gray,L2,2,0.0,0.0
baseline_gray,L2,3,0.0,0.0
baseline_gray,L3,0,0.0,0.0
baseline_gray,L3,1,0.0,0.0
baseline_gray,L3,2,0.0,0.0
baseline_gray,L3,3,0.0,0.0
baseline_gray,L4,0,0.0,0.0
baseline_gray,L4,1,0.0,0.0
baseline_gray,L4,2,0.0,0.0
baseline_gray,L4,3,0.0,0.0
baseline_gray,L5,0,0.0,0.0
baseline_gray,L5,1,0.0,0.0
baseline_gray,L5,2,0.0,0.0
baseline_gray,L5,3,0.0,0.0
baseline_gray,Lawf1,0,0.0,0.0
baseline_gray,Lawf1,1,0.0,0.0
baseline_gray,Lawf1,2,0.0,0.0
baseline_gray,Lawf1,3,0.0,0.0
baseline_gray,Lawf2,0,0.0,0.0
baseline_gray,Lawf2,1,0.0,0.0
baseline_gray,Lawf2,2,0.0,0.0
baseline_gray,Lawf2,3,0.0,0.0
baseline_gray,Mi1,0,0.0,0.0
baseline_gray,Mi1,1,0.0,0.0
baseline_gray,Mi1,2,0.0,0.0
baseline_gray,Mi1,3,0.0,0.0
baseline_gray,Mi10,0,0.0,0.0
baseline_gray,Mi10,1,0.0,0.0
baseline_gray,Mi10,2,0.0,0.0
baseline_gray,Mi10,3,0.0,0.0
baseline_gray,Mi13,0,0.0,0.0
baseline_gray,Mi13,1,0.0,0.0
baseline_gray,Mi13,2,0.0,0.0
baseline_gray,Mi13,3,0.0,0.0
baseline_gray,Mi14,0,0.0,0.0
baseline_gray,Mi14,1,0.0,0.0
baseline_gray,Mi14,2,0.0,0.0
baseline_gray,Mi14,3,0.0,0.0
baseline_gray,Mi15,0,0.0,0.0
baseline_gray,Mi15,1,0.0,0.0
baseline_gray,Mi15,2,0.0,0.0
baseline_gray,Mi15,3,0.0,0.0
baseline_gray,Mi2,0,0.0,0.0
baseline_gray,Mi2,1,0.0,0.0
baseline_gray,Mi2,2,0.0,0.0
baseline_gray,Mi2,3,0.0,0.0
baseline_gray,Mi4,0,0.0,0.0
baseline_gray,Mi4,1,0.0,0.0
baseline_gray,Mi4,2,0.0,0.0
baseline_gray,Mi4,3,0.0,0.0
baseline_gray,Mi9,0,0.0,0.0
baseline_gray,Mi9,1,0.0,0.0
baseline_gray,Mi9,2,0.0,0.0
baseline_gray,Mi9,3,0.0,0.0
baseline_gray,R7,0,0.0,0.0
baseline_gray,R7,1,0.0,0.0
baseline_gray,R7,2,0.0,0.0
baseline_gray,R7,3,0.0,0.0
baseline_gray,R8,0,0.0,0.0
baseline_gray,R8,1,0.0,0.0
baseline_gray,R8,2,0.0,0.0
baseline_gray,R8,3,0.0,0.0
baseline_gray,T1,0,0.0,0.0
baseline_gray,T1,1,0.0,0.0
baseline_gray,T1,2,0.0,0.0
baseline_gray,T1,3,0.0,0.0
baseline_gray,T2,0,0.0,0.0
baseline_gray,T2,1,0.0,0.0
baseline_gray,T2,2,0.0,0.0
baseline_gray,T2,3,0.0,0.0
baseline_gray,T2a,0,0.0,0.0
baseline_gray,T2a,1,0.0,0.0
baseline_gray,T2a,2,0.0,0.0
baseline_gray,T2a,3,0.0,0.0
baseline_gray,T3,0,0.0,0.0
baseline_gray,T3,1,0.0,0.0
baseline_gray,T3,2,0.0,0.0
baseline_gray,T3,3,0.0,0.0
baseline_gray,T4a,0,0.0,0.0
baseline_gray,T4a,1,0.0,0.0
baseline_gray,T4a,2,0.0,0.0
baseline_gray,T4a,3,0.0,0.0
baseline_gray,T4b,0,0.0,0.0
baseline_gray,T4b,1,0.0,0.0
baseline_gray,T4b,2,0.0,0.0
baseline_gray,T4b,3,0.0,0.0
baseline_gray,T4c,0,0.0,0.0
baseline_gray,T4c,1,0.0,0.0
baseline_gray,T4c,2,0.0,0.0
baseline_gray,T4c,3,0.0,0.0
baseline_gray,T4d,0,0.0,0.0
baseline_gray,T4d,1,0.0,0.0
baseline_gray,T4d,2,0.0,0.0
baseline_gray,T4d,3,0.0,0.0
baseline_gray,T5a,0,0.0,0.0
baseline_gray,T5a,1,0.0,0.0
baseline_gray,T5a,2,0.0,0.0
baseline_gray,T5a,3,0.0,0.0
baseline_gray,T5b,0,0.0,0.0
baseline_gray,T5b,1,0.0,0.0
baseline_gray,T5b,2,0.0,0.0
baseline_gray,T5b,3,0.0,0.0
baseline_gray,T5c,0,0.0,0.0
baseline_gray,T5c,1,0.0,0.0
baseline_gray,T5c,2,0.0,0.0
baseline_gray,T5c,3,0.0,0.0
baseline_gray,T5d,0,0.0,0.0
baseline_gray,T5d,1,0.0,0.0
baseline_gray,T5d,2,0.0,0.0
baseline_gray,T5d,3,0.0,0.0
baseline_gray,Tm1,0,0.0,0.0
baseline_gray,Tm1,1,0.0,0.0
baseline_gray,Tm1,2,0.0,0.0
baseline_gray,Tm1,3,0.0,0.0
baseline_gray,Tm16,0,0.0,0.0
baseline_gray,Tm16,1,0.0,0.0
baseline_gray,Tm16,2,0.0,0.0
baseline_gray,Tm16,3,0.0,0.0
baseline_gray,Tm2,0,0.0,0.0
baseline_gray,Tm2,1,0.0,0.0
baseline_gray,Tm2,2,0.0,0.0
baseline_gray,Tm2,3,0.0,0.0
baseline_gray,Tm20,0,0.0,0.0
baseline_gray,Tm20,1,0.0,0.0
baseline_gray,Tm20,2,0.0,0.0
baseline_gray,Tm20,3,0.0,0.0
baseline_gray,Tm3,0,0.0,0.0
baseline_gray,Tm3,1,0.0,0.0
baseline_gray,Tm3,2,0.0,0.0
baseline_gray,Tm3,3,0.0,0.0
baseline_gray,Tm4,0,0.0,0.0
baseline_gray,Tm4,1,0.0,0.0
baseline_gray,Tm4,2,0.0,0.0
baseline_gray,Tm4,3,0.0,0.0
baseline_gray,Tm5Y,0,0.0,0.0
baseline_gray,Tm5Y,1,0.0,0.0
baseline_gray,Tm5Y,2,0.0,0.0
baseline_gray,Tm5Y,3,0.0,0.0
baseline_gray,Tm5a,0,0.0,0.0
baseline_gray,Tm5a,1,0.0,0.0
baseline_gray,Tm5a,2,0.0,0.0
baseline_gray,Tm5a,3,0.0,0.0
baseline_gray,Tm5c,0,0.0,0.0
baseline_gray,Tm5c,1,0.0,0.0
baseline_gray,Tm5c,2,0.0,0.0
baseline_gray,Tm5c,3,0.0,0.0
baseline_gray,Tm9,0,0.0,0.0
baseline_gray,Tm9,1,0.0,0.0
baseline_gray,Tm9,2,0.0,0.0
baseline_gray,Tm9,3,0.0,0.0
baseline_gray,TmY14,0,0.0,0.0
baseline_gray,TmY14,1,0.0,0.0
baseline_gray,TmY14,2,0.0,0.0
baseline_gray,TmY14,3,0.0,0.0
baseline_gray,TmY15,0,0.0,0.0
baseline_gray,TmY15,1,0.0,0.0
baseline_gray,TmY15,2,0.0,0.0
baseline_gray,TmY15,3,0.0,0.0
baseline_gray,TmY18,0,0.0,0.0
baseline_gray,TmY18,1,0.0,0.0
baseline_gray,TmY18,2,0.0,0.0
baseline_gray,TmY18,3,0.0,0.0
baseline_gray,TmY3,0,0.0,0.0
baseline_gray,TmY3,1,0.0,0.0
baseline_gray,TmY3,2,0.0,0.0
baseline_gray,TmY3,3,0.0,0.0
baseline_gray,TmY4,0,0.0,0.0
baseline_gray,TmY4,1,0.0,0.0
baseline_gray,TmY4,2,0.0,0.0
baseline_gray,TmY4,3,0.0,0.0
baseline_gray,TmY5a,0,0.0,0.0
baseline_gray,TmY5a,1,0.0,0.0
baseline_gray,TmY5a,2,0.0,0.0
baseline_gray,TmY5a,3,0.0,0.0
baseline_gray,TmY9,0,0.0,0.0
baseline_gray,TmY9,1,0.0,0.0
baseline_gray,TmY9,2,0.0,0.0
baseline_gray,TmY9,3,0.0,0.0
body_left_dark,Am,0,0.908312935361546,100.0
body_left_dark,Am,1,0.11423436755107508,50.0
body_left_dark,Am,2,-0.10346785804463776,-50.0
body_left_dark,Am,3,-0.9235474689967105,-100.0
body_left_dark,C2,0,-0.02652164896466455,0.0
body_left_dark,C2,1,-0.004904470851437914,0.0
body_left_dark,C2,2,0.0017562632242010823,0.0
body_left_dark,C2,3,0.02668977309432294,0.0
body_left_dark,C3,0,0.0005460765459754935,0.0
body_left_dark,C3,1,0.00021993953527676968,0.2631578947368421
body_left_dark,C3,2,-5.085116459263572e-05,0.0
body_left_dark,C3,3,-0.00012145318711795361,0.0
body_left_dark,L1,0,0.3796980241879573,100.0
body_left_dark,L1,1,0.04771292722887477,50.0
body_left_dark,L1,2,-0.043379087249438175,-50.0
body_left_dark,L1,3,-0.3861076302826403,-150.0
body_left_dark,L2,0,0.4095602698253664,100.0
body_left_dark,L2,1,0.05144369519419145,50.0
body_left_dark,L2,2,-0.04694853093889062,-49.746192893401
body_left_dark,L2,3,-0.4164515703916547,-110.40609137055839
body_left_dark,L3,0,0.08569623529283941,100.0
body_left_dark,L3,1,0.01073922726670086,0.0
body_left_dark,L3,2,-0.007908916363440863,0.0
body_left_dark,L3,3,-0.08687004579438104,-100.0
body_left_dark,L4,0,0.009561830133364202,100.0
body_left_dark,L4,1,0.0010473632978069691,0.8108108108108141
body_left_dark,L4,2,-0.001479646646314281,-15.75757575757575
body_left_dark,L4,3,-0.010224944601456398,-100.0
body_left_dark,L5,0,-0.0600770640296949,0.0
body_left_dark,L5,1,-0.006444856825853801,0.0
body_left_dark,L5,2,0.007314870534820432,0.0
body_left_dark,L5,3,0.06067641324730681,0.0
body_left_dark,Lawf1,0,-0.06183327506146119,0.0
body_left_dark,Lawf1,1,-0.008239626163436542,0.0
body_left_dark,Lawf1,2,0.007045184779628677,0.0
body_left_dark,Lawf1,3,0.06363110738748223,0.0
body_left_dark,Lawf2,0,-0.06103731535615464,0.0
body_left_dark,Lawf2,1,0.0003233258161814412,0.0
body_left_dark,Lawf2,2,0.015892762810953198,0.0
body_left_dark,Lawf2,3,0.0682431527723869,0.0
body_left_dark,Mi1,0,-0.6336253552044129,0.0
body_left_dark,Mi1,1,-0.07577443548167745,0.0
body_left_dark,Mi1,2,0.07542843406813016,0.0
body_left_dark,Mi1,3,0.6489778556654023,0.0
body_left_dark,Mi10,0,-0.35187381321759836,0.0
body_left_dark,Mi10,1,-0.045311351937966204,0.0
body_left_dark,Mi10,2,0.049910634073118354,0.0
body_left_dark,Mi10,3,0.3644792166848978,0.0
body_left_dark,Mi13,0,-0.05254611134199805,0.0
body_left_dark,Mi13,1,-0.008351032560070415,0.0
body_left_dark,Mi13,2,0.004860329462422208,0.0
body_left_dark,Mi13,3,0.04613385154969163,0.0
body_left_dark,Mi14,0,-0.05457851930279595,0.0
body_left_dark,Mi14,1,-0.003761510043922389,0.0
body_left_dark,Mi14,2,0.007760213662145854,0.0
body_left_dark,Mi14,3,0.05950642990776231,0.0
body_left_dark,Mi15,0,-0.5084503453111698,0.0
body_left_dark,Mi15,1,-0.07230008559611933,0.0
body_left_dark,Mi15,2,0.05145081046503036,0.0
body_left_dark,Mi15,3,0.5094172330650811,0.0
body_left_dark,Mi2,0,-0.08489478984590382,0.0
body_left_dark,Mi2,1,-0.007083008645309308,0.0
body_left_dark,Mi2,2,0.013365630019042118,0.0
body_left_dark,Mi2,3,0.08448787435061411,0.0
body_left_dark,Mi4,0,-1.0422788248114412,0.0
body_left_dark,Mi4,1,-0.1289275675235937,0.0
body_left_dark,Mi4,2,0.12459838286352665,0.0
body_left_dark,Mi4,3,1.0603926219589388,0.0
body_left_dark,Mi9,0,0.5284097531378026,100.0
body_left_dark,Mi9,1,0.06909173759900622,0.0
body_left_dark,Mi9,2,-0.055718147734215684,0.0
body_left_dark,Mi9,3,-0.5334255446137629,-100.0
body_left_dark,R7,0,-0.25732102113369426,0.0
body_left_dark,R7,1,-0.03234382279527681,0.0
body_left_dark,R7,2,0.029403475268433454,0.0
body_left_dark,R7,3,0.26169092988905807,0.0
body_left_dark,R8,0,-0.4508697683639946,0.0
body_left_dark,R8,1,-0.056671825051307634,0.0
body_left_dark,R8,2,0.05151984095573425,0.0
body_left_dark,R8,3,0.4585265845060349,0.0
body_left_dark,T1,0,0.203773928839631,100.0
body_left_dark,T1,1,0.025617169502139492,0.0
body_left_dark,T1,2,-0.02373340051854031,0.0
body_left_dark,T1,3,-0.20693418533774094,-100.0
body_left_dark,T2,0,-0.7790124216297056,0.0
body_left_dark,T2,1,-0.04957649318708324,0.0
body_left_dark,T2,2,0.1780750479963089,0.0
body_left_dark,T2,3,0.8799473362664387,0.0
body_left_dark,T2a,0,-0.27203588526006484,0.0
body_left_dark,T2a,1,-0.019918761532365603,0.0
body_left_dark,T2a,2,0.04316323504834957,0.0
body_left_dark,T2a,3,0.2914291683907827,0.0
body_left_dark,T3,0,-0.35853888867397216,0.0
body_left_dark,T3,1,-0.0509717084163438,0.0
body_left_dark,T3,2,0.04077168601280495,0.0
body_left_dark,T3,3,0.3572393477609795,0.0
body_left_dark,T4a,0,-0.46559543434600603,0.0
body_left_dark,T4a,1,-0.10184811348380107,0.0
body_left_dark,T4a,2,0.04965134060734672,0.0
body_left_dark,T4a,3,0.4162732464566943,0.0
body_left_dark,T4b,0,-0.2562271861484354,0.0
body_left_dark,T4b,1,-0.01603546055141325,0.0
body_left_dark,T4b,2,0.04938815073320357,0.0
body_left_dark,T4b,3,0.2751676373092374,0.0
body_left_dark,T4c,0,-0.22364944851419727,0.0
body_left_dark,T4c,1,0.021515247626828354,0.0
body_left_dark,T4c,2,0.07690094269419208,0.0
body_left_dark,T4c,3,0.21485666415473031,0.0
body_left_dark,T4d,0,0.05851554777376733,150.0
body_left_dark,T4d,1,0.007682473428819031,0.0
body_left_dark,T4d,2,-0.013314097744619696,0.0
body_left_dark,T4d,3,-0.050691839417494416,-200.0
body_left_dark,T5a,0,0.21843514549349374,235.21505376344086
body_left_dark,T5a,1,0.088648699987324,50.0
body_left_dark,T5a,2,0.039184684676406,0.0
body_left_dark,T5a,3,-0.15879925024524308,-80.8108108108108
body_left_dark,T5b,0,0.14495942354274144,100.0
body_left_dark,T5b,1,0.017422301015671507,0.0
body_left_dark,T5b,2,-0.015941701882709616,0.0
body_left_dark,T5b,3,-0.15829592825180044,-100.0
body_left_dark,T5c,0,0.2676382667405503,150.0
body_left_dark,T5c,1,0.05141565637103568,0.0
body_left_dark,T5c,2,-0.03169624782474584,0.0
body_left_dark,T5c,3,-0.2262977006652363,-110.5263157894737
body_left_dark,T5d,0,0.28871557830200534,162.7027027027027
body_left_dark,T5d,1,0.08040930583293732,0.2747252747252844
body_left_dark,T5d,2,-0.007584565423247924,0.0
body_left_dark,T5d,3,-0.2735625883814262,-100.0
body_left_dark,Tm1,0,0.007024843914650414,40.445221943272266
body_left_dark,Tm1,1,0.0010928984110554207,1.5544041450777257
body_left_dark,Tm1,2,-0.0016829325714045051,10.103626943005182
body_left_dark,Tm1,3,-0.008997002347475969,-41.16472366148532
body_left_dark,Tm16,0,0.16802219505611074,150.0
body_left_dark,Tm16,1,0.022866398823963324,1.190476190476204
body_left_dark,Tm16,2,-0.022351021161173573,0.0
body_left_dark,Tm16,3,-0.17224547902329101,-150.0
body_left_dark,Tm2,0,0.20674068744561908,100.26041666666666
body_left_dark,Tm2,1,0.03831355547687659,0.0
body_left_dark,Tm2,2,-0.012207786808721727,0.0
body_left_dark,Tm2,3,-0.19593685666396696,-100.0
body_left_dark,Tm20,0,0.061399670801439266,149.73262032085563
body_left_dark,Tm20,1,0.00978151460488641,49.72972972972974
body_left_dark,Tm20,2,-0.0058417456431522075,-22.192513368983953
body_left_dark,Tm20,3,-0.058728640650709485,-110.0
body_left_dark,Tm3,0,-0.4608604800141318,0.0
body_left_dark,Tm3,1,-0.04703043210837565,0.0
body_left_dark,Tm3,2,0.0687318351947599,0.0
body_left_dark,Tm3,3,0.4810791761924824,0.0
body_left_dark,Tm4,0,0.016391353025360003,130.38589832068092
body_left_dark,Tm4,1,0.006576019582002523,9.881815044858527
body_left_dark,Tm4,2,0.002783760553898498,0.026021337496743513
body_left_dark,Tm4,3,-0.010661370827786716,-46.92186955005232
body_left_dark,Tm5Y,0,0.023486569770791943,123.52941176470588
body_left_dark,Tm5Y,1,0.0034758932371106166,0.5
body_left_dark,Tm5Y,2,-0.002414104828817931,-2.941176470588232
body_left_dark,Tm5Y,3,-0.023242351009200024,-120.0
body_left_dark,Tm5a,0,0.2937802900946107,150.0
body_left_dark,Tm5a,1,0.04132062956276866,0.0
body_left_dark,Tm5a,2,-0.03161928616464138,0.0
body_left_dark,Tm5a,3,-0.2955702903680503,-150.0
body_left_dark,Tm5c,0,0.13312919495514097,148.66666666666669
body_left_dark,Tm5c,1,0.020252662286576406,22.43589743589743
body_left_dark,Tm5c,2,-0.010827113770776275,-3.378378378378386
body_left_dark,Tm5c,3,-0.13176790633911484,-148.7012987012987
body_left_dark,Tm9,0,0.24810390743388872,150.0
body_left_dark,Tm9,1,0.03301070620686408,0.0
body_left_dark,Tm9,2,-0.02541665802862353,0.0
body_left_dark,Tm9,3,-0.2495309012169451,-150.0
body_left_dark,TmY14,0,0.4291538399347047,143.61702127659575
body_left_dark,TmY14,1,0.1136828377416047,35.86956521739131
body_left_dark,TmY14,2,0.03331606067691206,0.0
body_left_dark,TmY14,3,-0.2770595772748089,-100.0
body_left_dark,TmY15,0,-0.26592040443090265,0.0
body_left_dark,TmY15,1,-0.07174457633696474,0.0
body_left_dark,TmY15,2,-0.01845094707152589,0.0
body_left_dark,TmY15,3,0.20951342800706496,0.0
body_left_dark,TmY18,0,-0.513545793599516,0.0
body_left_dark,TmY18,1,-0.04852111035337048,0.0
body_left_dark,TmY18,2,0.0911428772120011,0.0
body_left_dark,TmY18,3,0.5453522900533343,0.0
body_left_dark,TmY3,0,0.14652353393438777,150.0
body_left_dark,TmY3,1,0.020017407401206166,50.0
body_left_dark,TmY3,2,-0.01774127604569209,-50.0
body_left_dark,TmY3,3,-0.14565379498655806,-150.0
body_left_dark,TmY4,0,0.14831505346913754,185.1851851851852
body_left_dark,TmY4,1,0.03476664305836592,0.0
body_left_dark,TmY4,2,-0.04231626067566041,0.0
body_left_dark,TmY4,3,-0.20606304889952298,-100.0
body_left_dark,TmY5a,0,0.11228415980267481,150.0
body_left_dark,TmY5a,1,0.01420679002379377,0.0
body_left_dark,TmY5a,2,-0.005614182870421147,0.0
body_left_dark,TmY5a,3,-0.09100766459790366,-149.6031746031746
body_left_dark,TmY9,0,-0.1638459543496864,0.0
body_left_dark,TmY9,1,-0.009699840678109029,0.0
body_left_dark,TmY9,2,0.03194781376255884,0.0
body_left_dark,TmY9,3,0.18754506549901429,0.0
body_center_dark,Am,0,0.0,0.0
body_center_dark,Am,1,0.0,0.0
body_center_dark,Am,2,0.0,0.0
body_center_dark,Am,3,0.0,0.0
body_center_dark,C2,0,0.0,0.0
body_center_dark,C2,1,0.0,0.0
body_center_dark,C2,2,0.0,0.0
body_center_dark,C2,3,0.0,0.0
body_center_dark,C3,0,0.0,0.0
body_center_dark,C3,1,0.0,0.2631578947368421
body_center_dark,C3,2,0.0,0.0
body_center_dark,C3,3,0.0,0.2631578947368421
body_center_dark,L1,0,0.0,0.0
body_center_dark,L1,1,0.0,0.0
body_center_dark,L1,2,0.0,0.0
body_center_dark,L1,3,0.0,0.0
